shuru	输入	7200
shurufa	输入法	8000
pinyin	拼音	7800
zhongwen	中文	7900
hanzi	汉字	7200
houxuan	候选	6200
chuangkou	窗口	6500
shebei	设备	6000
fuwu	服务	6500
gongneng	功能	7200
ceshi	测试	7600
chenggong	成功	7200
shibai	失败	6500
cuowu	错误	6800
wenti	问题	7800
fangfa	方法	7600
jieguo	结果	7600
yuanyin	原因	7200
jihua	计划	7000
mubiao	目标	7100
renwu	任务	7000
jincheng	进程	6200
chengxu	程序	7600
daima	代码	7400
bianyi	编译	7200
goujian	构建	7000
anzhuang	安装	7000
xiezai	卸载	6500
zhuce	注册	6500
peizhi	配置	7000
wenzi	文字	7200
yuyan	语言	7200
jiemian	界面	6800
caidan	菜单	6300
anniu	按钮	6200
shuzi	数字	6500
xuanze	选择	7300
queren	确认	7200
quxiao	取消	7000
baocun	保存	7200
qingchu	清除	6800
dakai	打开	7400
guanbi	关闭	7300
fanhui	返回	7000
jixu	继续	7200
kaishi	开始	7600
jieshu	结束	7300
denglu	登录	6800
tuichu	退出	6600
xinxi	信息	7800
xiaoxi	消息	7600
youjian	邮件	6600
dianhua	电话	7200
dizhi	地址	7000
mingzi	名字	7200
pengyou	朋友	7800
jiaren	家人	7200
haoyou	好友	6800
tian	天	7800
di	地	7000
shang	上	8000
xia	下	7900
zuo	左	6500
you	右	6400
qian	前	7600
hou	后	7500
li	里	7600
wai	外	7200
da	大	8000
xiao	小	7900
gao	高	7200
di	低	7000
xin	新	7900
jiu	旧	6900
chang	长	6800
duan	短	6500
kuai	快	7600
man	慢	7000
re	热	7000
leng	冷	7000
duo	多	7800
shao	少	7600
mei	每	7600
ge	个	8500
yi	一	9000
er	二	8600
san	三	8500
si	四	8400
wu	五	8300
liu	六	8200
qi	七	8100
ba	八	8000
jiu	九	7900
shi	十	7800
bai	百	7200
qian	千	7100
wan	万	7000
diyi	第一	7200
dier	第二	6900
zui	最	7800
geng	更	7600
fei	非	6200
chang	常	6900
feichang	非常	7800
zhende	真的	8000
keneng	可能	7800
yiding	一定	7600
meitian	每天	7400
yici	一次	7200
liangci	两次	6500
zheli	这里	7600
nali	那里	7400
nali	哪里	7300
shenme	什么	8600
weishenme	为什么	8000
zenme	怎么	8200
zenmeyang	怎么样	7800
duoshao	多少	7800
jige	几个	7200
na	哪	7600
zhe	这	8400
na	那	8300
zhege	这个	8500
nage	那个	8200
zhexie	这些	7600
naxie	那些	7400
shu	书	7200
benshu	本书	6200
dianshi	电视	7000
dianying	电影	7400
yinyue	音乐	7200
xinwen	新闻	7000
tupian	图片	6800
zhaopian	照片	6800
shipin	视频	7000
shengyin	声音	6800
yanse	颜色	6600
hongse	红色	6200
lanse	蓝色	6200
lvse	绿色	6200
heise	黑色	6200
baise	白色	6200
jia	家	7800
fangzi	房子	7000
fangjian	房间	6800
men	门	6600
chuang	窗	6400
zhuozi	桌子	6400
yizi	椅子	6300
shafa	沙发	6000
chuangpu	床铺	5600
chufang	厨房	6200
weishengjian	卫生间	6000
che	车	7600
qiche	汽车	7200
huoche	火车	7000
ditie	地铁	7200
gongjiao	公交	7000
feiji	飞机	7200
chezhan	车站	6800
jichang	机场	6800
ditiezhan	地铁站	6500
lu	路	7600
jie	街	6500
gongyuan	公园	6800
shangdian	商店	6800
chaoshi	超市	6800
yiyuan	医院	7000
yinhang	银行	6800
fandian	饭店	6900
kafei	咖啡	6600
kafeidian	咖啡店	6400
mifan	米饭	7200
miantiao	面条	7000
baozi	包子	6800
jiaozi	饺子	7000
shuiguo	水果	7200
pingguo	苹果	7000
xiangjiao	香蕉	6800
niunai	牛奶	6800
jidan	鸡蛋	6700
rou	肉	7000
cai	菜	7200
shucai	蔬菜	6800
shu	树	6600
hua	花	6800
cao	草	6200
shui	水	7600
huo	火	7000
feng	风	6800
yu	雨	7000
xue	雪	7000
qing	晴	6400
yintian	阴天	6200
xiayu	下雨	7000
xiaxue	下雪	6600
ri	日	7000
yue	月	7000
nian	年	8000
riqi	日期	6800
shengri	生日	7400
xin	心	7000
shenti	身体	7200
tou	头	6800
shou	手	7000
jiao	脚	6600
yanjing	眼睛	6600
erduo	耳朵	6400
kou	口	6600
shengbing	生病	6600
jiankang	健康	7000
gaoxing	高兴	7200
kaixin	开心	7400
nanguo	难过	6600
shengqi	生气	6600
xihuan	喜欢	8000
taoyan	讨厌	6500
zhidao	知道	8200
mingbai	明白	7600
renwei	认为	7200
juede	觉得	8000
kandao	看到	7600
tingdao	听到	7200
shuodao	说到	7000
shuohua	说话	7400
kanjian	看见	7400
tingjian	听见	7000
xie	写	7600
kan	看	8200
ting	听	7600
shuo	说	8200
du	读	7200
da	打	7600
mai	买	7600
mai	卖	7200
gei	给	8000
na	拿	7600
fang	放	7400
zuo	做	8200
zuo	坐	7600
zou	走	7800
pao	跑	7000
tiao	跳	6600
kaiche	开车	6800
dian	点	7600
jin	进	7400
chu	出	7400
zhao	找	7800
deng	等	7600
wen	问	7800
huida	回答	7200
bang	帮	7200
song	送	7000
shoudao	收到	7200
faxian	发现	7400
jueding	决定	7200
wancheng	完成	7400
kaolv	考虑	7000
chuli	处理	7200
jiance	检查	7000
xiufu	修复	7200
gengxin	更新	7000
shengji	升级	6800
banben	版本	7000
fabu	发布	6800
shiyong	使用	7600
guanli	管理	7200
anquan	安全	7400
yinsi	隐私	7000
rizhi	日志	6800
bendi	本地	7200
lixian	离线	7200
houxuanxiang	候选项	6200
shouzimu	首字母	5400
quanpin	全拼	6400
lianxu	连续	6600
fenci	分词	6400
paixu	排序	6600
xuexi	学习	8200
shoudujingmaodaxue	首度经贸大学	5000
shoudujingmaodaxue	首都经贸大学	4500
jintianxingtianqihenhao	今天星期天很好	6200
